PeakID (cmd=annotatePeaks.pl /home/xiang/New_disk1/CD8_CUTRUN/data//T48hr_NoQ_H3K27me3_idr.05.bed mm10 -cpu 20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
7811	chr8	40296356	40299339	+	0	NA	Intergenic	Lx6|LINE|L1	10082	NR_106126	102466237		NR_106126	ENSMUSG00000098431	Mir7666	Gm27915|mmu-mir-7666	microRNA 7666	ncRNA
6430	chr5	114040536	114046855	+	0	NA	intron (NM_001359214, intron 8 of 16)	RLTR31D_MM|LTR|ERVK	38887	NM_001286396	13142	Mm.20115	NM_010018	ENSMUSG00000042096	Dao	AI987963|DAAO|DAMOX|Dao-1|Dao1	D-amino acid oxidase	protein-coding
1046	chr11	49303101	49305573	+	0	NA	Intergenic	Intergenic	11040	NM_146470	258462	Mm.377516	NM_146470	ENSMUSG00000101750	Olfr1392	MOR256-25	olfactory receptor 1392	protein-coding
7443	chr7	98345919	98349034	+	0	NA	Intergenic	Intergenic	13812	NM_001024619	244152	Mm.25317	NM_001024619	ENSMUSG00000049580	Tsku	9530051K01Rik|E2ig4|Lrrc54|Tsk	tsukushi, small leucine rich proteoglycan	protein-coding
422	chr1	162418477	162423865	+	0	NA	intron (NM_001038619, intron 1 of 20)	intron (NM_001038619, intron 1 of 20)	56863	NM_001038619	103967	Mm.441620	NM_172646	ENSMUSG00000040265	Dnm3	9630020E24Rik|AW061159|B230343F03Rik|C530045C17|Dyna III|mKIAA0820	dynamin 3	protein-coding
5683	chr4	103308531	103310625	+	0	NA	non-coding (NR_045887, exon 3 of 4)	non-coding (NR_045887, exon 3 of 4)	-4268	NM_025909	67013	Mm.30021	NM_025909	ENSMUSG00000035069	Oma1	2010001O09Rik|MPRP-1|ZMPOMA1	OMA1 zinc metallopeptidase	protein-coding
4444	chr2	73996029	73998712	+	0	NA	Intergenic	Intergenic	-86044	NM_001301722	228033	Mm.2966	NM_175015	ENSMUSG00000018770	Atp5g3	6030447M23|Atp5mc3	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)	protein-coding
7063	chr6	127031232	127033348	+	0	NA	Intergenic	MER20|DNA|hAT-Charlie	16748	NM_010204	14177	Mm.3403	NM_010204	ENSMUSG00000000183	Fgf6	Fgf-6|HSTF-2	fibroblast growth factor 6	protein-coding
6655	chr6	8774781	8782466	+	0	NA	promoter-TSS (NM_010492)	promoter-TSS (NM_010492)	-139	NM_010492	15893	Mm.275683	NM_010492	ENSMUSG00000062995	Ica1	69kDa|ICA69	islet cell autoantigen 1	protein-coding
5573	chr4	44686695	44692055	+	0	NA	intron (NM_008782, intron 3 of 9)	MER102c|DNA|hAT-Charlie	-13425	NR_073462	70602	Mm.491142	NR_073462	ENSMUSG00000103995	5730488B01Rik	-	RIKEN cDNA 5730488B01 gene	ncRNA
1796	chr12	77990177	77992801	+	0	NA	Intergenic	(TC)n|Simple_repeat|Simple_repeat	-235166	NM_172952	268566	Mm.341742	NM_145965	ENSMUSG00000047454	Gphn	5730552E08Rik|AI662856|BC027112|C230040D23|GPH|GPHRYN|geph	gephyrin	protein-coding
3312	chr17	22413766	22420469	+	0	NA	Intergenic	Intergenic	-7085	NM_001331195	74149	Mm.30767	NM_198003	ENSMUSG00000071266	Zfp946	1300003B13Rik	zinc finger protein 946	protein-coding
532	chr1	182925120	182932505	+	0	NA	Intergenic	Intergenic	-25976	NM_016928	53791	Mm.116894	NM_016928	ENSMUSG00000079164	Tlr5	-	toll-like receptor 5	protein-coding
7754	chr8	13504568	13509715	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-12606	NM_019521	14456	Mm.3982	NM_019521	ENSMUSG00000031451	Gas6	Gas-6	growth arrest specific 6	protein-coding
1511	chr11	104317685	104322239	+	0	NA	intron (NM_001038609, intron 9 of 11)	intron (NM_001038609, intron 9 of 11)	88526	NM_001285455	17762	Mm.1287	NM_010838	ENSMUSG00000018411	Mapt	AI413597|AW045860|Mtapt|Tau	microtubule-associated protein tau	protein-coding
2957	chr15	101052371	101062966	+	0	NA	Intergenic	Intergenic	-3269	NM_001214911	668225	Mm.385011	NM_001214911	ENSMUSG00000095440	Fignl2	EG668225	fidgetin-like 2	protein-coding
3718	chr18	38659966	38661118	+	0	NA	Intergenic	Intergenic	-53781	NM_001370889	102632739		NM_001370889		Gm19774	-	predicted gene, 19774	protein-coding
7272	chr7	45257164	45263316	+	0	NA	exon (NM_001324535, exon 5 of 13)	exon (NM_001324535, exon 5 of 13)	19487	NM_001324535	381884	Mm.490944	NM_001324535	ENSMUSG00000094152	Slc6a16	Gm1084	solute carrier family 6, member 16	protein-coding
2520	chr14	60374746	60381391	+	0	NA	5' UTR (NM_001164705, exon 1 of 2)	5' UTR (NM_001164705, exon 1 of 2)	376	NM_001164705	72125	Mm.275499	NM_028113	ENSMUSG00000021986	Amer2	2600011E07Rik|Fam123a	APC membrane recruitment 2	protein-coding
7316	chr7	51624187	51628115	+	0	NA	intron (NM_001355150, intron 2 of 11)	intron (NM_001355150, intron 2 of 11)	1514	NM_001355150	140919	Mm.256618	NM_080853	ENSMUSG00000030500	Slc17a6	2900073D12Rik|DNPI|VGLUT2	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6	protein-coding
2539	chr14	63204228	63206503	+	0	NA	intron (NM_001310610, intron 2 of 6)	ORR1E|LTR|ERVL-MaLR	-11840	NM_201610	382913	Mm.239490	NM_201610	ENSMUSG00000035121	Neil2	Gm1212|NEH2	nei like 2 (E. coli)	protein-coding
7881	chr8	83160776	83169007	+	0	NA	promoter-TSS (NM_001111304)	promoter-TSS (NM_001111304)	-461	NM_027758	71310	Mm.24031	NM_027758	ENSMUSG00000031709	Tbc1d9	4933431N12Rik|AI847101|AW490653|C76116	TBC1 domain family, member 9	protein-coding
6207	chr5	34294493	34303749	+	0	NA	intron (NM_001370805, intron 2 of 15)	intron (NM_001370805, intron 2 of 15)	10456	NM_001370805	100862066		NM_001370805	ENSMUSG00000109572	Cfap99	Gm21446	cilia and flagella associated protein 99	protein-coding
1590	chr11	115329418	115342257	+	0	NA	intron (NM_027132, intron 1 of 6)	intron (NM_027132, intron 1 of 6)	1103	NM_027132	69602	Mm.101844	NM_027132	ENSMUSG00000018862	Otop3	2310011E08Rik	otopetrin 3	protein-coding
4613	chr2	106691817	106696847	+	0	NA	promoter-TSS (NM_001356554)	promoter-TSS (NM_001356554)	-480	NM_001356554	77015	Mm.45628	NM_029837	ENSMUSG00000016386	Mpped2	239Fb|2700082O15Rik|AV354767|AW060960	metallophosphoesterase domain containing 2	protein-coding
6026	chr4	149575840	149589323	+	0	NA	Intergenic	B2_Mm2|SINE|B2	-3887	NM_001290989	65945	Mm.38993	NM_023051	ENSMUSG00000039953	Clstn1	1810034E21Rik|Cst-1|Cstn1	calsyntenin 1	protein-coding
692	chr10	50877012	50880291	+	0	NA	Intergenic	Intergenic	-17000	NM_011376	20464	Mm.4774	NM_011376	ENSMUSG00000019913	Sim1	bHLHe14|mSIM1	single-minded family bHLH transcription factor 1	protein-coding
1700	chr12	31549110	31551300	+	0	NA	intron (NM_011867, intron 3 of 20)	intron (NM_011867, intron 3 of 20)	9779	NM_011867	23985	Mm.100187	NM_011867	ENSMUSG00000020651	Slc26a4	Pds|pendrin	solute carrier family 26, member 4	protein-coding
8104	chr8	127015517	127020024	+	0	NA	Intergenic	Intergenic	-38332	NR_151744	629746	Mm.264954	NR_151744		Gm29688	-	predicted gene, 29688	ncRNA
3436	chr17	35535085	35543769	+	0	NA	Intergenic	B1_Mus1|SINE|Alu	-3674	NM_001355275	386463	Mm.426664	NM_001008424	ENSMUSG00000039518	Cdsn	AI747712	corneodesmosin	protein-coding
6377	chr5	104459341	104463603	+	0	NA	intron (NM_008861, intron 1 of 14)	intron (NM_008861, intron 1 of 14)	2015	NM_008861	18764	Mm.6442	NM_008861	ENSMUSG00000034462	Pkd2	C030034P18Rik|PC2|TRPP2	polycystin 2, transient receptor potential cation channel	protein-coding
3959	chr19	27289740	27293405	+	0	NA	Intergenic	B3A|SINE|B2	-31047	NM_183179	240595	Mm.269759	NM_183179	ENSMUSG00000047298	Kcnv2	KV11.1	potassium channel, subfamily V, member 2	protein-coding
6888	chr6	88225611	88230726	+	0	NA	Intergenic	PB1|SINE|Alu	5900	NM_019964	56691	Mm.272871	NM_019964	ENSMUSG00000048206	Dnajb8	1700016F14Rik|1700031F10Rik|AI326313|mDj6	DnaJ heat shock protein family (Hsp40) member B8	protein-coding
5359	chr3	108517900	108525753	+	0	NA	intron (NM_001358064, intron 1 of 21)	intron (NM_001358064, intron 1 of 21)	14715	NM_001358064	229722	Mm.316890	NM_001033304	ENSMUSG00000040412	5330417C22Rik	BB183350	RIKEN cDNA 5330417C22 gene	protein-coding
4385	chr2	69620898	69623291	+	0	NA	Intergenic	Intergenic	-25077	NM_028284	72569	Mm.252136	NM_028284	ENSMUSG00000063145	Bbs5	1700049I01Rik|2700023J09Rik	Bardet-Biedl syndrome 5 (human)	protein-coding
5656	chr4	89288140	89316543	+	0	NA	intron (NR_132431, intron 2 of 9)	Lx7|LINE|L1	7161	NR_132431	102633081	Mm.409388	NR_132431		Gm12610	ANRIL|Gm12609	predicted gene 12610	ncRNA
3241	chr16	95584615	95593273	+	0	NA	Intergenic	Intergenic	-2351	NM_001302152	13876	Mm.164531	NM_133659	ENSMUSG00000040732	Erg	D030036I24Rik	ETS transcription factor	protein-coding
4537	chr2	93873449	93878486	+	0	NA	intron (NM_001363092, intron 1 of 14)	MIR3|SINE|MIR	-6810	NM_001033452	381411	Mm.9889	NM_001033452	ENSMUSG00000075023	Accsl	Gm1967	1-aminocyclopropane-1-carboxylate synthase (non-functional)-like	protein-coding
5841	chr4	125150622	125153299	+	0	NA	Intergenic	RMER19C|LTR|ERVK	-24079	NM_153159	230738	Mm.402	NM_153159	ENSMUSG00000042677	Zc3h12a	BC036563|MCPIP|MCPIP-1|Mcpip1|Reg1	zinc finger CCCH type containing 12A	protein-coding
7800	chr8	35764353	35767692	+	0	NA	intron (NM_001370844, intron 1 of 32)	intron (NM_001370844, intron 1 of 32)	299	NM_001370844	100502846		NM_001370844	ENSMUSG00000109372	Gm19410	-	predicted gene, 19410	protein-coding
8317	chr9	54998235	55002020	+	0	NA	intron (NM_176844, intron 2 of 5)	intron (NM_176844, intron 2 of 5)	19247	NM_176844	110835	Mm.103778	NM_176844	ENSMUSG00000035594	Chrna5	Acra-5|Acra5	cholinergic receptor, nicotinic, alpha polypeptide 5	protein-coding
5870	chr4	129243458	129252409	+	0	NA	intron (NM_001285867, intron 1 of 6)	intron (NM_001285867, intron 1 of 6)	510	NM_001033189	97130	Mm.331907	NM_001033189	ENSMUSG00000050390	C77080	mKIAA1522	expressed sequence C77080	protein-coding
1915	chr12	108395761	108401454	+	0	NA	intron (NM_001286346, intron 1 of 21)	B2_Mm1a|SINE|B2	-12026	NM_001286347	68519	Mm.236645	NM_001043335	ENSMUSG00000058070	Eml1	1110008N23Rik|A930030P13Rik|AA171013|AI847476|AI853955|ELP79|EMAP|EMAP-1|EMAPL|heco	echinoderm microtubule associated protein like 1	protein-coding
5337	chr3	107755827	107783226	+	0	NA	Intergenic	Intergenic	-9057	NM_001113529	12977	Mm.795	NM_007778	ENSMUSG00000014599	Csf1	C87615|Csfm|MCSF|op	colony stimulating factor 1 (macrophage)	protein-coding
2372	chr13	120060808	120074802	+	0	NA	Intergenic	Intergenic	-15601	NM_001302966	100861753	Mm.165042	NM_001302966	ENSMUSG00000095609	Gm21188	-	predicted gene, 21188	protein-coding
8307	chr9	54685310	54696396	+	0	NA	Intergenic	Intergenic	-8430	NM_001357875	58233	Mm.489676	NM_021422	ENSMUSG00000032285	Dnaja4	1110021L12Rik|AV358213|Dj4|Hsj4|mmDjA4	DnaJ heat shock protein family (Hsp40) member A4	protein-coding
2640	chr14	101725733	101734264	+	0	NA	promoter-TSS (NM_201529)	promoter-TSS (NM_201529)	70	NM_201529	380928	Mm.218981	NM_201529	ENSMUSG00000033060	Lmo7	C78582|FBXO20|Gm914|mKIAA0858	LIM domain only 7	protein-coding
3227	chr16	93932367	93937095	+	0	NA	intron (NM_019500, intron 2 of 2)	intron (NM_019500, intron 2 of 2)	-4914	NM_001165926	56173	Mm.328716	NM_019500	ENSMUSG00000047109	Cldn14	AI851731	claudin 14	protein-coding
6406	chr5	110961763	110966750	+	0	NA	intron (NM_001267622, intron 2 of 22)	intron (NM_001267622, intron 2 of 22)	-39888	NR_030482	735278		NR_030482	ENSMUSG00000076163	Mir701	Mirn701|mir-701|mmu-mir-701	microRNA 701	ncRNA
4149	chr2	5163427	5164370	+	0	NA	intron (NM_028804, intron 2 of 2)	intron (NM_028804, intron 2 of 2)	26122	NM_028804	74186	Mm.274715	NM_028804	ENSMUSG00000026676	Ccdc3	2310045O21Rik	coiled-coil domain containing 3	protein-coding
4830	chr2	151002832	151011157	+	0	NA	intron (NM_207204, intron 1 of 23)	intron (NM_207204, intron 1 of 23)	2404	NM_207204	78177	Mm.120911	NM_207204	ENSMUSG00000068115	Ninl	4930519N13Rik|Gm1004|Gm1634|mKIAA0980	ninein-like	protein-coding
6605	chr5	144302521	144305640	+	0	NA	intron (NM_025833, intron 3 of 13)	(CA)n|Simple_repeat|Simple_repeat	27019	NR_040432	100504231	Mm.441035	NR_040432	ENSMUSG00000086894	Gm15708	-	predicted gene 15708	ncRNA
295	chr1	132135815	132143452	+	0	NA	promoter-TSS (NM_008795)	promoter-TSS (NM_008795)	52	NM_008795	18557	Mm.28130	NM_008795	ENSMUSG00000026437	Cdk18	AA682070|Ctk18|Pctk3	cyclin-dependent kinase 18	protein-coding
6200	chr5	33713904	33726977	+	0	NA	Intergenic	Intergenic	-1284	NM_008010	14184	Mm.6904	NM_008010	ENSMUSG00000054252	Fgfr3	CD333|FR3|Fgfr-3|Flg-2|HBGFR|Mfr3|sam3	fibroblast growth factor receptor 3	protein-coding
35	chr1	24088389	24090888	+	0	NA	intron (NM_026604, intron 1 of 20)	intron (NM_026604, intron 1 of 20)	10703	NM_026604	68187	Mm.87130	NM_026604	ENSMUSG00000026153	Fam135a	4921533L14Rik|AI256732|AI835491	family with sequence similarity 135, member A	protein-coding
2215	chr13	74270469	74273181	+	0	NA	intron (NM_001317351, intron 2 of 9)	intron (NM_001317351, intron 2 of 9)	20506	NM_001317351	11624	Mm.290446	NM_009644	ENSMUSG00000021575	Ahrr	mKIAA1234	aryl-hydrocarbon receptor repressor	protein-coding
1692	chr12	31379635	31384014	+	0	NA	Intergenic	L2a|LINE|L2	-30353	NM_007861	13382	Mm.3131	NM_007861	ENSMUSG00000020664	Dld	-	dihydrolipoamide dehydrogenase	protein-coding
6775	chr6	53040692	53043835	+	0	NA	intron (NM_173406, intron 1 of 4)	intron (NM_173406, intron 1 of 4)	26361	NM_173406	231986	Mm.386865	NM_173406	ENSMUSG00000063568	Jazf1	AI591476|C820002C15|Jaz1|Tip27	JAZF zinc finger 1	protein-coding
6735	chr6	48847485	48853638	+	0	NA	Intergenic	Intergenic	8905	NM_001098271	66058	Mm.27061	NM_025326	ENSMUSG00000023367	Tmem176a	0610011I04Rik|AU040201|AU041743|Keg2	transmembrane protein 176A	protein-coding
932	chr11	3502232	3508539	+	0	NA	promoter-TSS (NM_172439)	promoter-TSS (NM_172439)	-564	NM_172439	170835	Mm.24313	NM_172439	ENSMUSG00000034570	Inpp5j	Pib5pa|Pipp	inositol polyphosphate 5-phosphatase J	protein-coding
3705	chr18	38048565	38057764	+	0	NA	Intergenic	Intergenic	-54195	NM_001205336	106952	Mm.247642	NM_139206	ENSMUSG00000024451	Arap3	Centd3|Drag1|E030006K04Rik|cnt-d3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	protein-coding
4161	chr2	10359711	10362126	+	0	NA	Intergenic	Intergenic	-9533	NM_001198808	353282	Mm.329991	NM_177386	ENSMUSG00000061186	Sfmbt2	D2Wsu23e|D330030P06Rik	Scm-like with four mbt domains 2	protein-coding
5819	chr4	123676221	123683252	+	0	NA	intron (NM_001199136, intron 1 of 97)	B2_Mm2|SINE|B2	4624	NM_001199136	11426	Mm.402299	NM_009600	ENSMUSG00000028649	Macf1	ABP620|Acf7|Aclp7|MACF|R74989|mKIAA0465	microtubule-actin crosslinking factor 1	protein-coding
1076	chr11	55172149	55184751	+	0	NA	intron (NM_153170, intron 4 of 9)	B3A|SINE|B2	6627	NM_153170	246049	Mm.291280	NM_153170	ENSMUSG00000020264	Slc36a2	A530067G19Rik|PAT2|Tramd1	solute carrier family 36 (proton/amino acid symporter), member 2	protein-coding
4802	chr2	146210201	146229786	+	0	NA	Intergenic	Intergenic	-2004	NM_016889	53626	Mm.379070	NM_016889	ENSMUSG00000068154	Insm1	IA-1	insulinoma-associated 1	protein-coding
1203	chr11	75788824	75800358	+	0	NA	intron (NM_007873, intron 1 of 8)	intron (NM_007873, intron 1 of 8)	-1218	NR_136932	102641247	Mm.411386	NR_136932		Gm12339	-	predicted gene 12339	ncRNA
8654	chr9	111315627	111327403	+	0	NA	intron (NM_001164659, intron 1 of 21)	B3A|SINE|B2	9776	NM_001164659	320429	Mm.270754	NM_001164659	ENSMUSG00000062296	Trank1	A230061D21Rik|C030048J01Rik|Gm187|Lba1	tetratricopeptide repeat and ankyrin repeat containing 1	protein-coding
5447	chr3	145962701	145966525	+	0	NA	Intergenic	Intergenic	-23257	NM_001166064	214804	Mm.268854	NM_001166064	ENSMUSG00000036863	Syde2	C430017H16Rik	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)	protein-coding
31	chr1	20743010	20744941	+	0	NA	Intergenic	(CAGAG)n|Simple_repeat|Simple_repeat	13070	NM_010552	16171	Mm.5419	NM_010552	ENSMUSG00000025929	Il17a	Ctla-8|Ctla8|IL-17|IL-17A|Il17	interleukin 17A	protein-coding
6878	chr6	87368800	87370393	+	0	NA	Intergenic	Intergenic	-3769	NM_025467	66284	Mm.46446	NM_025467	ENSMUSG00000030049	Gkn2	1810036H07Rik|Bricd1b	gastrokine 2	protein-coding
3160	chr16	57116904	57119675	+	0	NA	Intergenic	B4A|SINE|B4	-3425	NM_138599	28185	Mm.196933	NM_138599	ENSMUSG00000022752	Tomm70a	2610044B22Rik|D16Ium22|D16Ium22e|D16Wsu109e|Tom70|Tomm70|mKIAA0719	translocase of outer mitochondrial membrane 70A	protein-coding
1002	chr11	33166519	33169833	+	0	NA	Intergenic	ORR1C2-int|LTR|ERVL-MaLR	-4970	NM_008722	18148	Mm.485384	NM_008722	ENSMUSG00000057113	Npm1	B23|NO38|Npm	nucleophosmin 1	protein-coding
984	chr11	24067752	24077603	+	0	NA	Intergenic	Intergenic	-5379	NM_001242934	14025	Mm.53687	NM_016707	ENSMUSG00000000861	Bcl11a	2810047E18Rik|BCL-11A|Ctip1|D930021L15Rik|Evi9|Evi9a|Evi9b|Evi9c|mKIAA1809	B cell CLL/lymphoma 11A (zinc finger protein)	protein-coding
8573	chr9	98941282	98944593	+	0	NA	Intergenic	Intergenic	12373	NR_003248	768252	Mm.129645	NR_003248	ENSMUSG00000097072	Foxl2os	-	forkhead box L2, opposite strand	ncRNA
7040	chr6	122570645	122573110	+	0	NA	Intergenic	Intergenic	18068	NM_009645	11628	Mm.391503	NM_009645	ENSMUSG00000040627	Aicda	Aid|Arp2	activation-induced cytidine deaminase	protein-coding
4719	chr2	127894919	127897244	+	0	NA	intron (NM_028765, intron 8 of 17)	intron (NM_028765, intron 8 of 17)	41453	NM_028765	74121	Mm.244835	NM_028765	ENSMUSG00000027380	Acoxl	1200014P05Rik|AV025673	acyl-Coenzyme A oxidase-like	protein-coding
2442	chr14	45564388	45565816	+	0	NA	Intergenic	Intergenic	21392	NR_045809	67651	Mm.55930	NR_045809	ENSMUSG00000115324	4930527F14Rik	-	RIKEN cDNA 4930527F14 gene	ncRNA
710	chr10	58808562	58818354	+	0	NA	promoter-TSS (NM_172788)	promoter-TSS (NM_172788)	99	NM_172788	237353	Mm.333078	NM_172788	ENSMUSG00000037990	Sh3rf3	4831416G18Rik|Igfbp5-ip|Sh3md4|Sh3rf31	SH3 domain containing ring finger 3	protein-coding
8246	chr9	43142790	43145174	+	0	NA	intron (NM_011139, intron 5 of 12)	intron (NM_011139, intron 5 of 12)	-27412	NM_001034863	235300	Mm.261326	NM_001034863	ENSMUSG00000048503	Tmem136	AA396355|Gm184	transmembrane protein 136	protein-coding
8286	chr9	51074584	51078167	+	0	NA	intron (NM_001033534, intron 1 of 7)	intron (NM_001033534, intron 1 of 7)	719	NM_001033534	244864	Mm.335152	NM_001033534	ENSMUSG00000060594	Layn	E030012M19Rik|Gm511	layilin	protein-coding
2299	chr13	104861501	104864019	+	0	NA	intron (NM_029984, intron 1 of 2)	intron (NM_029984, intron 1 of 2)	1133	NM_029984	77803	Mm.159995	NM_029984	ENSMUSG00000042655	Shisal2b	A930021C24Rik|Fam159b	shisa like 2B	protein-coding
2499	chr14	56306151	56313517	+	0	NA	Intergenic	Intergenic	-47500	NM_013542	14939	Mm.14874	NM_013542	ENSMUSG00000015437	Gzmb	AI553453|CCP-1/C11|CCP1|Ctla-1|Ctla1|GZB	granzyme B	protein-coding
7971	chr8	105441640	105446670	+	0	NA	intron (NM_001033371, intron 3 of 10)	intron (NM_001033371, intron 3 of 10)	16515	NM_001033371	270091	Mm.212709	NM_001033371	ENSMUSG00000054320	Lrrc36	BC036564	leucine rich repeat containing 36	protein-coding
8643	chr9	110767759	110771497	+	0	NA	3' UTR (NM_010859, exon 7 of 7)	3' UTR (NM_010859, exon 7 of 7)	5950	NM_010859	17897	Mm.7353	NM_010859	ENSMUSG00000059741	Myl3	MLC1SB|MLC1s|MLC1v|Mylc|VLC1	myosin, light polypeptide 3	protein-coding
4618	chr2	112203705	112205820	+	0	NA	Intergenic	L1_Rod|LINE|L1	-35079	NM_207206	99010	Mm.33438	NM_207206	ENSMUSG00000027134	Lpcat4	AI505034|Agpat7|Aytl3|LPEAT2	lysophosphatidylcholine acyltransferase 4	protein-coding
2690	chr15	6443264	6447473	+	0	NA	promoter-TSS (NM_013485)	promoter-TSS (NM_013485)	22	NM_001368420	12279	Mm.29095	NM_013485	ENSMUSG00000022149	C9	-	complement component 9	protein-coding
8458	chr9	69905550	69913142	+	0	NA	Intergenic	ORR1E|LTR|ERVL-MaLR	-80120	NM_016787	12175	Mm.159777	NM_016787	ENSMUSG00000011958	Bnip2	5730523P12Rik|BNIP2beta|Nip21	BCL2/adenovirus E1B interacting protein 2	protein-coding
25	chr1	16095007	16096016	+	0	NA	Intergenic	Intergenic	-2186	NM_001305227	75799	Mm.78557	NM_001243238	ENSMUSG00000067795	4930444P10Rik	-	RIKEN cDNA 4930444P10 gene	protein-coding
5070	chr2	181952496	181953607	+	0	NA	Intergenic	Intergenic	-38175	NM_001205282	672125	Mm.489571	NM_001205282	ENSMUSG00000098505	Gm14496	-	predicted gene 14496	protein-coding
3614	chr17	86291793	86292652	+	0	NA	intron (NM_011104, intron 1 of 14)	intron (NM_011104, intron 1 of 14)	-5044	NR_045435	72104	Mm.443401	NR_045435	ENSMUSG00000100738	2010106C02Rik	-	RIKEN cDNA 2010106C02 gene	ncRNA
1354	chr11	95008896	95019353	+	0	NA	intron (NM_146025, intron 1 of 9)	intron (NM_146025, intron 1 of 9)	4245	NM_001364135	217125	Mm.297199	NM_146025	ENSMUSG00000047181	Samd14	AI839049|AI854782|BC034054	sterile alpha motif domain containing 14	protein-coding
7461	chr7	99361588	99373486	+	0	NA	Intergenic	(GAAA)n|Simple_repeat|Simple_repeat	-13981	NM_001362166	233552	Mm.286317	NM_201352	ENSMUSG00000035314	Gdpd5	BC024955|Gde2	glycerophosphodiester phosphodiesterase domain containing 5	protein-coding
2624	chr14	76791783	76797513	+	0	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	34517	NR_153763	73883	Mm.489041	NR_153763		4930431P22Rik	-	RIKEN cDNA 4930431P22 gene	ncRNA
2762	chr15	66301656	66305478	+	0	NA	Intergenic	Intergenic	-16938	NM_152923	110862	Mm.255585	NM_152923	ENSMUSG00000056258	Kcnq3	-	potassium voltage-gated channel, subfamily Q, member 3	protein-coding
6801	chr6	61178156	61185012	+	0	NA	promoter-TSS (NR_040287)	promoter-TSS (NR_040287)	-774	NR_040287	100504262	Mm.438066	NR_040287		A730020E08Rik	-	RIKEN cDNA A730020E08 gene	ncRNA
5469	chr3	153723302	153725042	+	0	NA	intron (NM_011372, intron 1 of 4)	intron (NM_011372, intron 1 of 4)	961	NM_011372	20447	Mm.296453	NM_011372	ENSMUSG00000052544	St6galnac3	Siat7c	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	protein-coding
4674	chr2	121609924	121616006	+	0	NA	intron (NM_001360084, intron 1 of 13)	intron (NM_001360084, intron 1 of 13)	104472	NM_001369185	241627	Mm.293284	NM_030234	ENSMUSG00000027242	Wdr76	5830411K18Rik|6030457D09|AA517836	WD repeat domain 76	protein-coding
445	chr1	170641871	170647720	+	0	NA	5' UTR (NM_177068, exon 1 of 8)	5' UTR (NM_177068, exon 1 of 8)	263	NM_177068	320078	Mm.287131	NM_177068	ENSMUSG00000038463	Olfml2b	1110018N05Rik|4832415H08Rik|AI467542	olfactomedin-like 2B	protein-coding
3437	chr17	35584256	35586204	+	0	NA	Intergenic	Intergenic	17745	NM_175148	69542	Mm.265291	NM_175148	ENSMUSG00000039269	2300002M23Rik	Stg|emprin	RIKEN cDNA 2300002M23 gene	protein-coding
975	chr11	21991071	22002096	+	0	NA	exon (NM_011023, exon 5 of 5)	exon (NM_011023, exon 5 of 5)	5068	NM_011023	18423	Mm.129663	NM_011023	ENSMUSG00000005917	Otx1	A730044F23Rik|jv	orthodenticle homeobox 1	protein-coding
1324	chr11	89293368	89310012	+	0	NA	exon (NM_008711, exon 1 of 1)	exon (NM_008711, exon 1 of 1)	869	NM_008711	18121	Mm.135266	NM_008711	ENSMUSG00000048616	Nog	-	noggin	protein-coding
6253	chr5	52554478	52557195	+	0	NA	intron (NM_001310604, intron 4 of 7)	intron (NM_001310604, intron 4 of 7)	10470	NM_144945	246316	Mm.44721	NM_144945	ENSMUSG00000039252	Lgi2	mKIAA1916	leucine-rich repeat LGI family, member 2	protein-coding
